Country,Year,Risk Points for Foreign Debt as a % of GDP,Risk Points for Exchange Rate Stability,Risk Points for Debt Service as a % of XGS,Risk Points for Current Account as % of XGS,Risk Points for International Liquidity,Aggregate Financial Risk
Jamaica,2001,5.5,9.13,8,11.79,1.83,36.25
Jamaica,2002,5.5,9.75,8,11.04,2,36.29
Jamaica,2003,5.5,7.46,8,11.04,3.13,35.13
Jamaica,2004,5.42,9.08,8,10.5,2.67,35.67
Jamaica,2005,5.42,10,8,10.71,3.21,37.34
Jamaica,2006,5.17,9.63,8,10.33,3.17,36.3
Jamaica,2007,5.83,9.83,8,10.33,3,36.99
Jamaica,2008,5.17,9.67,8.21,10.21,2.58,35.84
Jamaica,2009,4.08,6.88,8.67,8.92,2,30.55
Jamaica,2010,5,10,8.79,9.29,2.04,35.12
Jamaica,2011,3.83,10,8.71,10.92,2.5,35.96
Jamaica,2012,3.33,9.92,7.92,9.75,2,32.92
Jamaica,2013,2.63,8.29,8.25,9.25,1,29.42
Japan,1984,9,9.04,9,13.58,1.75,42.37
Japan,1985,9.33,8.5,8.13,14,2,41.96
Japan,1986,9.75,9,7.46,14.79,2.25,43.25
Japan,1987,10,9.08,7,15,3.33,44.41
Japan,1988,10,10,6.79,14.54,3.5,44.83
Japan,1989,10,10,6.17,14.33,3.29,43.79
Japan,1990,10,10,6.5,13.67,2.67,42.84
Japan,1991,10,10,6,13.04,2.29,41.33
Japan,1992,10,10,6.04,14.04,2.38,42.46
Japan,1993,10,10,7,14.75,2.46,44.21
Japan,1994,9.79,9.58,6.75,14.75,3,43.87
Japan,1995,9.5,9,7,14.5,3,43
Japan,1996,9.5,9,7.83,13.42,3.5,43.25
Japan,1997,9.67,9,10,13.54,3.58,45.79
Japan,1998,10,8.5,10,13.33,3.5,45.33
Japan,1999,10,9.17,10,13.96,4,47.13
Japan,2000,10,9.79,10,13.71,4,47.5
Japan,2001,10,8.29,10,13.71,4,46
Japan,2002,10,9.5,10,13.5,4,47
Japan,2003,10,9.88,10,14.33,4.83,49.04
Japan,2004,8.75,9.96,10,14.5,5,48.21
Japan,2005,7.25,9.75,10,14.5,5,46.5
Japan,2006,7,9.46,10,14.29,5,45.75
Japan,2007,7,9.88,10,14.13,5,46.01
Japan,2008,7,9.67,10,14.25,5,45.92
Japan,2009,6.25,9.63,10,13.25,4.5,43.63
Japan,2010,5.5,10,10,13.25,4.5,43.25
Japan,2011,5.88,9.79,10,13.5,4.5,43.67
Japan,2012,5.13,9.92,10,13.33,4.88,43.26
Japan,2013,5,6.58,10,12.75,5,39.33
Jordan,1984,5.48,5,9.38,11.29,2.46,33.61
Jordan,1985,5.5,5,9.13,11.33,2,32.96
Jordan,1986,5.5,5,9,11.5,1.67,32.67
Jordan,1987,5.5,5,8.08,11.79,1.96,32.33
Jordan,1988,4.63,3.67,8.29,11.58,1.46,29.63
Jordan,1989,4.25,2.42,8.38,10.08,1.33,26.46
Jordan,1990,4.79,3,7.29,12.42,2.29,29.79
Jordan,1991,3.46,3.08,6.5,10.13,2.96,26.13
Jordan,1992,4.75,7,7,10.08,2.63,31.46
Jordan,1993,5.21,7,7.5,10.83,1.63,32.17
Jordan,1994,5.21,7,8,10.83,1.75,32.79
Jordan,1995,5.5,7.33,8.46,11.25,3.08,35.62
Jordan,1996,6,8,8,10.88,3.5,36.38
Jordan,1997,5.83,8.67,8,11.21,3,36.71
Jordan,1998,6,10,8,11.63,3.13,38.76
Jordan,1999,4.83,10,8,12.33,3.46,38.62
Jordan,2000,3,10,8,12.5,3.5,37
Jordan,2001,3,10,8,12.5,3.33,36.83
Jordan,2002,3.33,10,8,11.83,3.5,36.66
Jordan,2003,3.5,10,8,11.5,3.5,36.5
Jordan,2004,3.5,10,8,11.5,3.5,36.5
Jordan,2005,4,10,8,13,4,39
Jordan,2006,4,10,8,13,4,39
Jordan,2007,4,10,8,13,4,39
Jordan,2008,4.67,10,8.33,12,3.5,38.5
Jordan,2009,5.92,10,9,10.13,2.58,37.63
Jordan,2010,6.46,10,9.58,11.21,3.5,40.75
Jordan,2011,7.83,10,10,11.17,3.67,42.67
Jordan,2012,8.5,10,10,11.5,4,44
Jordan,2013,7.04,10,9.71,11.21,3.71,41.67
Kazakhstan,1984,NA,NA,NA,NA,NA,0
Kazakhstan,1985,NA,NA,NA,NA,NA,0
Kazakhstan,1986,NA,NA,NA,NA,NA,0
Kazakhstan,1987,NA,NA,NA,NA,NA,0
Kazakhstan,1988,NA,NA,NA,NA,NA,0
Kazakhstan,1989,NA,NA,NA,NA,NA,0
Kazakhstan,1990,NA,NA,NA,NA,NA,0
Kazakhstan,1991,NA,NA,NA,NA,NA,0
Kazakhstan,1992,NA,NA,NA,NA,NA,0
Kazakhstan,1993,NA,NA,NA,NA,NA,0
Kazakhstan,1994,NA,NA,NA,NA,NA,0
Kazakhstan,1995,NA,NA,NA,NA,NA,0
Kazakhstan,1996,NA,NA,NA,NA,NA,0
Kazakhstan,1997,NA,NA,NA,NA,NA,0
Kazakhstan,1998,NA,9.72,NA,NA,NA,9.72
Kazakhstan,1999,8.04,4.88,9,11,1.04,33.96
Kazakhstan,2000,5,7.13,8.5,11.5,1,33.13
Kazakhstan,2001,5.17,10,8.5,12.79,2,38.46
Kazakhstan,2002,5,10,8.5,11.83,2,37.33
Kazakhstan,2003,4.33,10,8.5,11.67,2.92,37.42
Kazakhstan,2004,4,9.92,8.96,12.5,3.04,38.42
Kazakhstan,2005,4.25,9.96,8.58,12.5,3.96,39.25
Kazakhstan,2006,3.79,9.92,8.46,12.5,3.17,37.84
Kazakhstan,2007,2.13,10,8.04,12.67,1.83,34.67
Kazakhstan,2008,3.08,10,9.33,11.29,1.17,34.87
Kazakhstan,2009,3.54,6.21,5.42,11,1.92,28.09
Kazakhstan,2010,3.17,9.71,4.71,12.71,3.54,33.84
Kazakhstan,2011,2.88,10,5.13,13.29,3.67,34.97
Kazakhstan,2012,3.88,10,5.17,13.25,4,36.3
Kazakhstan,2013,4.5,10,7.38,13.25,3.63,38.76
Kenya,1984,5.27,5,7,10.13,0,27.4
Kenya,1985,5.5,5,7,10.92,0,28.42
Kenya,1986,5.96,5,6.88,10.83,0,28.67
Kenya,1987,5.63,5,7.04,11.08,0,28.75
Kenya,1988,5.5,5.5,6.25,10.58,0,27.83
Kenya,1989,5.5,6,6.33,9.5,0,27.33
Kenya,1990,5.33,4.33,6.5,9.58,0,25.74
Kenya,1991,5.79,4,7,8.83,0,25.62
Kenya,1992,5.42,4,5.04,10.38,0,24.84
Kenya,1993,5,4.5,6.33,11.5,0,27.33
Kenya,1994,5,6,6.04,12.29,0,29.33
Kenya,1995,5,7.17,7,12.75,0,31.92
Kenya,1996,5.46,8,6.83,12.42,0.17,32.88
Kenya,1997,5.13,7.92,7.25,11.83,1,33.13
Kenya,1998,4,9,8,11.75,1,33.75
Kenya,1999,4.63,8,7.54,11.92,1.29,33.38
Kenya,2000,4.58,9.25,7.25,12,1.67,34.75
Kenya,2001,4.67,9.71,8,11.5,1.5,35.38
Kenya,2002,4.5,10,8,11,1.5,35
Kenya,2003,5.13,10,8.04,11.46,1.96,36.59
Kenya,2004,6.21,9.67,9.21,12.08,2,39.17
Kenya,2005,6.67,9.96,9.5,11.63,2,39.76
Kenya,2006,6.5,9.88,9.5,10.67,1.67,38.22
Kenya,2007,6.92,10,9.5,10.79,1.5,38.71
Kenya,2008,7.08,9.25,9.67,11.21,1.5,38.71
Kenya,2009,8,8,9.79,10.5,1.5,37.79
Kenya,2010,7.88,9.58,9.67,10.63,1.75,39.51
Kenya,2011,7.5,8.5,10,10.29,2.5,38.79
Kenya,2012,7.5,9.88,10,9.04,2.38,38.8
Kenya,2013,7.33,9.96,10,9.17,2,38.46
"Korea, DPR",1984,NA,NA,NA,NA,NA,0
"Korea, DPR",1985,6,6,NA,NA,NA,12
"Korea, DPR",1986,6,6,NA,NA,NA,12
"Korea, DPR",1987,4,5.92,NA,NA,NA,9.92
"Korea, DPR",1988,2.5,4.17,NA,NA,NA,6.67
"Korea, DPR",1989,2.5,4,NA,NA,NA,6.5
"Korea, DPR",1990,2.5,4,NA,NA,NA,6.5
"Korea, DPR",1991,2.5,3.5,NA,NA,NA,6
"Korea, DPR",1992,2.42,3,NA,NA,NA,5.42
"Korea, DPR",1993,1.5,3,NA,NA,NA,4.5
"Korea, DPR",1994,1.5,3,NA,NA,NA,4.5
"Korea, DPR",1995,1.5,3,NA,NA,NA,4.5
"Korea, DPR",1996,1.5,3,3.13,0,0,7.63
"Korea, DPR",1997,2.67,5.33,3,0,0,11
"Korea, DPR",1998,5,10,3,0,0,18
"Korea, DPR",1999,5,10,3,0,0,18
"Korea, DPR",2000,3,10,3,4.38,0,20.38
"Korea, DPR",2001,2.67,10,3,4.17,0,19.84
"Korea, DPR",2002,2.5,10,3,4,0,19.5
"Korea, DPR",2003,2.5,10,3,11,0,26.5
"Korea, DPR",2004,2.5,2.5,3,11,0,19
"Korea, DPR",2005,9.5,8.33,9,11.5,0,38.33
"Korea, DPR",2006,9.5,10,9,11.5,0,40
"Korea, DPR",2007,9.5,10,9,11.5,0,40
"Korea, DPR",2008,7.83,10,9,11.5,0,38.33
"Korea, DPR",2009,4.46,10,8.96,11.46,0,34.88
"Korea, DPR",2010,3.92,10,8.5,11.04,0,33.46
"Korea, DPR",2011,3.21,10,8.92,11.29,0,33.42
"Korea, DPR",2012,3,10,9,11.5,0,33.5
"Korea, DPR",2013,2.63,10,8.63,11.5,0,32.76
Kuwait,1984,7.57,5.92,NA,15,3.58,32.07
Kuwait,1985,6.42,6,NA,15,3.79,31.21
Kuwait,1986,5.75,6,NA,15,4.08,30.83
Kuwait,1987,5.83,6,NA,15,4.13,30.96
Kuwait,1988,6.71,6.25,NA,15,4.17,32.13
Kuwait,1989,7.5,7,NA,15,3.46,32.96
Kuwait,1990,5.33,5.33,NA,13.29,3.5,27.45
Kuwait,1991,4.33,4.25,NA,9.58,3.5,21.66
Kuwait,1992,8,9,NA,8.92,3.5,29.42
Kuwait,1993,8,8.5,NA,13.29,3.67,33.46
Kuwait,1994,8,8,NA,13.5,3.67,33.17
Kuwait,1995,8,8,NA,13.25,3.58,32.83
Kuwait,1996,8.04,8,8,13.75,3.29,41.08
Kuwait,1997,9.13,8.67,8,15,2.63,43.43
Kuwait,1998,9.96,10,9.25,12.71,2.96,44.88
Kuwait,1999,10,10,9.5,13.33,3.21,46.04
Kuwait,2000,10,10,9.5,15,3.5,48
Kuwait,2001,10,10,10,14.88,3.5,48.38
Kuwait,2002,10,10,10,14.58,3.5,48.08
Kuwait,2003,8.08,10,10,14.92,4.46,47.46
Kuwait,2004,7.83,10,10,14.38,3.92,46.13
Kuwait,2005,7.67,10,10,14.63,3.5,45.8
Kuwait,2006,8,10,10,15,3.33,46.33
Kuwait,2007,7.5,10,10,15,3.71,46.21
Kuwait,2008,7.17,10,10,15,3.08,45.25
Kuwait,2009,7.29,9.33,10,13.29,3.5,43.41
Kuwait,2010,7.17,10,10,14.75,3.67,45.59
Kuwait,2011,6.38,10,10,15,4,45.38
Kuwait,2012,6.67,10,10,15,4,45.67
Kuwait,2013,8,10,10,15,4,47
Latvia,1984,NA,NA,NA,NA,NA,0
Latvia,1985,NA,NA,NA,NA,NA,0
Latvia,1986,NA,NA,NA,NA,NA,0
Latvia,1987,NA,NA,NA,NA,NA,0
Latvia,1988,NA,NA,NA,NA,NA,0
Latvia,1989,NA,NA,NA,NA,NA,0
Latvia,1990,NA,NA,NA,NA,NA,0
Latvia,1991,NA,NA,NA,NA,NA,0
Latvia,1992,NA,NA,NA,NA,NA,0
Latvia,1993,NA,NA,NA,NA,NA,0
Latvia,1994,NA,NA,NA,NA,NA,0
Latvia,1995,NA,NA,NA,NA,NA,0
Latvia,1996,NA,NA,NA,NA,NA,0
Latvia,1997,NA,NA,NA,NA,NA,0
Latvia,1998,NA,10,NA,NA,NA,10
Latvia,1999,7.04,10,9,10.63,1.96,38.63
Latvia,2000,7.5,9.88,9,10.5,2,38.88
Latvia,2001,7.5,9.75,9.5,10.38,2,39.13
Latvia,2002,7.5,10,9.5,10.5,2,39.5
Latvia,2003,7.5,10,9.5,10.5,2,39.5
Latvia,2004,7.5,10,9.5,10.5,2,39.5
Latvia,2005,7.5,9.54,9.5,10.5,2,39.04
Latvia,2006,7.5,9.71,9.5,10.5,2,39.21
Latvia,2007,2.54,9.92,2.96,9.21,1.83,26.46
Latvia,2008,2.29,9.33,8.5,9.25,1.13,30.5
Latvia,2009,0.17,8.58,8.13,10.88,2.13,29.89
Latvia,2010,0.5,8.83,2.38,13.5,3,28.21
Latvia,2011,0.5,9.79,5,13.5,3,31.79
Latvia,2012,0.5,9.38,2.67,12.63,2.71,27.89
Latvia,2013,0.5,10,1,12,2.5,26
Lebanon,1984,3.48,4,NA,9.5,5,21.98
Lebanon,1985,3,4,NA,6.92,4.92,18.84
Lebanon,1986,2.25,4,NA,7.5,5,18.75
Lebanon,1987,2,3.67,NA,7.5,5,18.17
Lebanon,1988,1.79,1.58,NA,7.5,5,15.87
Lebanon,1989,1.5,1,NA,12.08,5,19.58
Lebanon,1990,1.5,1,NA,12.5,5,20
Lebanon,1991,1.88,2,NA,12.5,5,21.38
Lebanon,1992,3.17,3.58,NA,12.5,4.58,23.83
Lebanon,1993,4.29,4.67,NA,12.5,4.29,25.75
Lebanon,1994,5.33,5,NA,12.5,4.79,27.62
Lebanon,1995,5.83,5,9.23,1.04,4.67,25.77
Lebanon,1996,5.54,5,10,2.67,4.79,28
Lebanon,1997,6.17,6.67,10,3.5,5,31.34
Lebanon,1998,7,10,10,0,4.5,31.5
Lebanon,1999,7,9.67,9.5,0,4.5,30.67
Lebanon,2000,6,9.58,9.5,0,5,30.08
Lebanon,2001,5.67,9.96,9.5,0,5,30.13
Lebanon,2002,2.17,9.79,9.5,0,5,26.46
Lebanon,2003,0.5,10,9.5,0,5,25
Lebanon,2004,0.5,10,9.5,2.71,5,27.71
Lebanon,2005,0.5,10,9.5,6.5,5,31.5
Lebanon,2006,0.5,10,9.5,6.5,5,31.5
Lebanon,2007,1,10,9.5,6.5,4.5,31.5
Lebanon,2008,0.79,10,9.29,5.88,4.08,30.04
Lebanon,2009,0.83,10,9,4.71,3.38,27.92
Lebanon,2010,0.5,10,9,5.5,3.04,28.04
Lebanon,2011,0.5,10,8.83,7.21,4,30.54
Lebanon,2012,0.5,10,8.5,11,5,35
Lebanon,2013,0.83,10,8.25,10.29,5,34.37
Liberia,1984,3.3,3.33,NA,9.33,0,15.96
Liberia,1985,2.5,3,NA,9,0,14.5
Liberia,1986,2.17,3,NA,10,0,15.17
Liberia,1987,2,3,NA,10.71,0,15.71
Liberia,1988,2,2.92,NA,13.42,0,18.34
Liberia,1989,1.71,2,NA,9.75,0,13.46
Liberia,1990,1.29,2,NA,9.29,0,12.58
Liberia,1991,1,2,NA,4.92,0,7.92
Liberia,1992,1,2,NA,4.21,0,7.21
Liberia,1993,1,2,NA,5.5,0,8.5
Liberia,1994,1,2,NA,5.5,0,8.5
Liberia,1995,1,2,NA,5.58,0,8.58
Liberia,1996,1,2,1.5,5.75,0,10.25
Liberia,1997,0.83,4.67,1.5,5.5,0,12.5
Liberia,1998,0.54,10,1.5,5.5,0,17.54
Liberia,1999,0.08,10,1.96,7.79,0,19.83
Liberia,2000,0,10,2,8,0,20
Liberia,2001,0,10,2,7.17,0,19.17
Liberia,2002,0,10,2,7,0,19
Liberia,2003,0,9.92,2,7,0,18.92
Liberia,2004,0,2.5,2,7,0,11.5
Liberia,2005,0,7.83,2,3.5,0,13.33
Liberia,2006,0,9.67,2,1,0,12.67
Liberia,2007,0,9.5,0.17,2.38,0,12.05
Liberia,2008,0,9.46,2.92,6.04,0,18.42
Liberia,2009,0,9.29,7.17,10.67,0,27.13
Liberia,2010,0.71,9.63,7.71,10,0,28.05
Liberia,2011,8.67,9.96,10,10,0,38.63
Liberia,2012,9,10,10,10,0,39
Liberia,2013,8.17,9.75,8.13,8.33,0,34.38
Libya,1984,4.2,4,NA,10.25,3.83,22.28
Libya,1985,3.5,4,NA,10.29,3.67,21.46
Libya,1986,3.5,4,NA,8.67,4.58,20.75
Libya,1987,3.5,4,NA,7.83,5,20.33
Libya,1988,3.21,4,NA,10.71,4.83,22.75
Libya,1989,3.42,4,NA,11.63,4.5,23.55
Libya,1990,4,4,NA,9.04,4.13,21.17
Libya,1991,5.67,4.67,NA,13.13,4.42,27.89
Libya,1992,5.5,6,NA,12.63,3.96,28.09
Libya,1993,5.04,7,NA,11.83,4,27.87
Libya,1994,5.5,7,NA,9.67,4,26.17
Libya,1995,5.38,7,NA,11.29,4,27.67
Libya,1996,4.54,7,9.5,11.21,4.67,36.92
Libya,1997,6.17,7.83,9.5,11.5,4.17,39.17
Libya,1998,9.42,9.79,9.5,11.42,4,44.13
Libya,1999,8.5,7.92,9.5,10.5,2.04,38.46
Libya,2000,8.5,8.58,9.5,11,3.5,41.08
Libya,2001,8.58,7.79,9.5,13.71,3.83,43.41
Libya,2002,8.5,0.79,9.5,14.08,4,36.87
Libya,2003,7.58,9.5,9.5,14.04,4.92,45.54
Libya,2004,7.83,9.5,9.83,13.08,5,45.24
Libya,2005,8.29,9.92,10,14.29,5,47.5
Libya,2006,8.5,9.92,10,14.71,5,48.13
Libya,2007,8.5,10,9.63,15,5,48.13
Libya,2008,9.17,10,9.67,15,5,48.84
Libya,2009,9.5,9.63,9.92,12.5,5,46.55
Libya,2010,9.08,9.83,10,14.75,5,48.66
Libya,2011,9,9.96,10,12.5,5,46.46
Libya,2012,8.58,9.92,8.33,14,5,45.83
Libya,2013,8.75,10,6.25,15,5,45
Lithuania,1984,NA,NA,NA,NA,NA,0
Lithuania,1985,NA,NA,NA,NA,NA,0
Lithuania,1986,NA,NA,NA,NA,NA,0
Lithuania,1987,NA,NA,NA,NA,NA,0
Lithuania,1988,NA,NA,NA,NA,NA,0
Lithuania,1989,NA,NA,NA,NA,NA,0
Lithuania,1990,NA,NA,NA,NA,NA,0
Lithuania,1991,NA,NA,NA,NA,NA,0
Lithuania,1992,NA,NA,NA,NA,NA,0
Lithuania,1993,NA,NA,NA,NA,NA,0
Lithuania,1994,NA,NA,NA,NA,NA,0
Lithuania,1995,NA,NA,NA,NA,NA,0
Lithuania,1996,NA,NA,NA,NA,NA,0
Lithuania,1997,NA,NA,NA,NA,NA,0
Lithuania,1998,NA,10,NA,NA,NA,10
Lithuania,1999,9,10,9.5,9.88,1.5,39.88
Lithuania,2000,9,10,9.5,10,1.5,40
Lithuania,2001,8,10,9.17,10.63,1.83,39.63
Lithuania,2002,6,9.75,8.5,11,2,37.25
Lithuania,2003,6,9.25,8.5,11,2,36.75
Lithuania,2004,6,9.79,8.5,11,2,37.29
Lithuania,2005,6,9.79,8.5,11,2,37.29
Lithuania,2006,6,9.67,8.5,11,2,37.17
Lithuania,2007,5.54,9.92,8.96,7.79,2,34.21
Lithuania,2008,4.75,9.46,9,8.25,1.58,33.04
Lithuania,2009,4,8.83,9.08,7,2,30.91
Lithuania,2010,4,8.92,7.08,12.5,1.79,34.29
Lithuania,2011,4,9.79,3,12.5,1.5,30.79
Lithuania,2012,3.75,9.13,6.5,12.25,1.5,33.13
Lithuania,2013,3.71,10,10,12,1.92,37.63
Luxembourg,1984,NA,NA,NA,NA,NA,0
Luxembourg,1985,9,7.83,5.5,12.5,2,36.83
Luxembourg,1986,9.5,9,5.5,12.5,2,38.5
Luxembourg,1987,9.5,9,5.13,12.5,2,38.13
Luxembourg,1988,9.79,9,5.29,12.5,1.83,38.41
Luxembourg,1989,10,9,6,12.5,1.63,39.13
Luxembourg,1990,10,9,6.29,12.5,1.5,39.29
Luxembourg,1991,10,9,6.17,12.5,1.38,39.05
Luxembourg,1992,10,9,7.17,12.5,1.38,40.05
Luxembourg,1993,10,9,7.17,12.17,1.29,39.63
Luxembourg,1994,10,9,7.5,12.58,1.42,40.5
Luxembourg,1995,10,9,7.5,13,1.5,41
Luxembourg,1996,10,9,8.04,12.5,2.08,41.62
Luxembourg,1997,10,8.5,9.67,13.67,2.08,43.92
Luxembourg,1998,10,9.58,10,14.79,1.92,46.29
Luxembourg,1999,10,9.54,10,12.5,0.46,42.5
Luxembourg,2000,10,7.88,10,12.5,0,40.38
Luxembourg,2001,10,9.21,10,12.5,0.83,42.54
Luxembourg,2002,10,9.71,10,12.5,1,43.21
Luxembourg,2003,10,9.25,10,12.5,1,42.75
Luxembourg,2004,10,9.83,10,12.79,0.42,43.04
Luxembourg,2005,10,9.79,10,13,0,42.79
Luxembourg,2006,10,9.67,10,13,0,42.67
Luxembourg,2007,10,9.92,10,12.54,0,42.46
Luxembourg,2008,10,9.5,10,12.5,0,42
Luxembourg,2009,10,8.58,10,12.5,0,41.08
Luxembourg,2010,10,8.92,10,13,0,41.92
Luxembourg,2011,10,9.79,10,13.13,0,42.92
Luxembourg,2012,10,9.13,10,13.5,0,42.63
Luxembourg,2013,10,10,10,13.25,0,43.25
Madagascar,1984,NA,NA,NA,NA,NA,0
Madagascar,1985,4,3,6.5,5.67,0,19.17
Madagascar,1986,4.08,3,6,8.5,0,21.58
Madagascar,1987,4.5,3,5.96,4.13,0,17.59
Madagascar,1988,4.5,3,5.54,5.29,0,18.33
Madagascar,1989,4.5,4,6.5,8.5,0,23.5
Madagascar,1990,4.5,4,5.92,9.08,0,23.5
Madagascar,1991,4.5,4,5.5,9.13,0.42,23.55
Madagascar,1992,4,4,6,9.42,0,23.42
Madagascar,1993,4,4,7,9.17,0,24.17
Madagascar,1994,4,4,7.13,7,0,22.13
Madagascar,1995,3.92,4,8.17,7.71,0,23.8
Madagascar,1996,3.5,4,9,8.21,0,24.71
Madagascar,1997,4.25,4.58,9,10,0.21,28.04
Madagascar,1998,3,7.96,8,11.5,0,30.46
Madagascar,1999,3,8.46,8,11.5,0.75,31.71
Madagascar,2000,3,8.08,8,11.5,0.25,30.83
Madagascar,2001,3,10,8,11.5,1.25,33.75
Madagascar,2002,3,10,8.5,10.33,1.21,33.04
Madagascar,2003,3,9.92,8.5,9.5,1,31.92
Madagascar,2004,3,5.21,8.5,9.71,1,27.42
Madagascar,2005,3,4.29,8.5,10,1,26.79
Madagascar,2006,3,9.21,8.5,10,1,31.71
Madagascar,2007,3,9.58,8.5,9,1,31.08
Madagascar,2008,6,9.58,8.17,7,0.67,31.42
Madagascar,2009,7.88,7.83,8,7.13,1.63,32.47
Madagascar,2010,7.5,9.08,9,8.25,2,35.83
Madagascar,2011,6.67,9.88,9.67,9.67,2,37.89
Madagascar,2012,6.5,9.17,9.67,11.33,2.17,38.84
Madagascar,2013,6.5,9.96,10,9.83,2.83,39.12
Malawi,1984,4.75,4.79,6.92,9,0,25.46
Malawi,1985,5.17,5,6.88,10.33,0,27.38
Malawi,1986,5.5,5,6.88,10.5,0,27.88
Malawi,1987,5.33,5,6.54,8.13,0,25
Malawi,1988,5.29,5,5.92,10.21,0,26.42
Malawi,1989,5.5,5,6,11.42,0,27.92
Malawi,1990,5.5,5,8,10.46,0,28.96
Malawi,1991,5.5,5,6,8.83,0,25.33
Malawi,1992,5.17,5,7.67,10.38,0,28.22
Malawi,1993,4.5,5,8.08,10.5,0,28.08
Malawi,1994,4.5,5,7.5,8.46,0,25.46
Malawi,1995,4.5,5,8.13,8.63,0,26.26
Malawi,1996,4.5,5,8.13,5.79,0.08,23.5
Malawi,1997,4.67,5.96,8,6,0.71,25.34
Malawi,1998,5,1.88,8,6,1,21.88
Malawi,1999,0.92,4,8,9.67,1.29,23.88
Malawi,2000,0.5,6.25,8,10,1.63,26.38
Malawi,2001,0.5,4.83,8,10,1.83,25.16
Malawi,2002,0.5,8.33,8,10,2,28.83
Malawi,2003,0.5,6.38,8,10,2,26.88
Malawi,2004,0.5,7.75,8,10,2,28.25
Malawi,2005,0.5,8.92,8,10,2,29.42
Malawi,2006,1,8.13,7.5,10,0,26.63
Malawi,2007,4.67,9.96,7.5,9.08,0,31.21
Malawi,2008,5.92,10,7.42,10.04,0.75,34.13
Malawi,2009,6.92,10,7.46,11.29,1.46,37.13
Malawi,2010,6.33,9.63,8.33,10.67,1,35.96
Malawi,2011,6.5,9.5,9,11.5,1,37.5
Malawi,2012,6.92,3.71,9.42,11.08,0.58,31.71
Malawi,2013,7.5,4.96,10,11.17,0,33.63
Malaysia,1984,6.43,7.08,9.33,10.88,2.17,35.89
Malaysia,1985,6.71,6,9.13,11.25,2.08,35.17
Malaysia,1986,4.79,6,8.63,11.42,3.29,34.13
Malaysia,1987,4,5.08,8.04,12.04,3.63,32.79
Malaysia,1988,4.92,5,8.25,13,3.29,34.46
Malaysia,1989,7.42,7.17,8.67,12.96,2.58,38.8
Malaysia,1990,8.67,8.83,9,12.21,2.33,41.04
Malaysia,1991,9,9,9,11.63,2.21,40.84
Malaysia,1992,9,9,9.04,11.04,2.25,40.33
Malaysia,1993,9,9,9.5,11.92,3.04,42.46
Malaysia,1994,9,8.08,10,12.33,3.25,42.66
Malaysia,1995,9,8,10,11.5,3,41.5
Malaysia,1996,8.92,8,9.92,11.17,2.04,40.05
Malaysia,1997,7.67,7.29,9.38,10.75,1.67,36.76
Malaysia,1998,6,4.5,8.67,12,2,33.17
Malaysia,1999,4.71,9.92,9.5,12.96,2.96,40.05
Malaysia,2000,5.5,10,9.5,13.5,3.5,42
Malaysia,2001,6,10,9.5,13,3.33,41.83
Malaysia,2002,6,10,9.5,12.71,3.5,41.71
Malaysia,2003,5.5,10,9.5,12.63,3.04,40.67
Malaysia,2004,5.71,10,9.5,13,3.46,41.67
Malaysia,2005,5.46,10,9.96,12.75,3.5,41.67
Malaysia,2006,6.42,10,10,13.04,2.63,42.09
Malaysia,2007,6.5,10,10,13.25,3.5,43.25
Malaysia,2008,6.5,9.83,10,13.33,3.5,43.16
Malaysia,2009,6.71,9.21,10,13.5,3.5,42.92
Malaysia,2010,6.58,10,10,13.5,3.5,43.58
Malaysia,2011,6.79,9.88,9.71,13.21,3.5,43.09
Malaysia,2012,7,9.92,9.29,13.42,3.5,43.13
Malaysia,2013,7,9.83,9,13.04,3.5,42.37
Mali,1984,2.83,3,NA,NA,NA,5.83
Mali,1985,3.13,3,6.88,8.25,0,21.26
Mali,1986,3.5,3,6,8,0,20.5
Mali,1987,3.5,3,7.21,7.63,0,21.34
Mali,1988,3.5,3.17,7.67,7.29,0,21.63
Mali,1989,3.5,4.67,8.63,10,0,26.8
Mali,1990,3.96,5,8,10.13,0,27.09
Mali,1991,3.83,5,9,10.5,0,28.33
Mali,1992,3.5,5,8.96,10.17,0,27.63
Mali,1993,3.5,5,8.92,11.25,0.25,28.92
Mali,1994,3.5,5,9.5,10.5,1.71,30.21
Mali,1995,3.5,5,9.46,10.88,0.75,29.59
Mali,1996,3.75,5,9,10.5,0.29,28.54
Mali,1997,2.83,5.92,9,11.25,1.5,30.5
Mali,1998,1.67,9.58,8.63,9.75,3.33,32.96
Mali,1999,2,9.5,9,9.5,2.92,32.92
Mali,2000,2.13,7.79,8.92,9.5,2.13,30.47
Mali,2001,2,9.5,8.71,9.29,2,31.5
Mali,2002,2,9.88,9,9,2,31.88
Mali,2003,2,9.25,9,9,2,31.25
Mali,2004,2,9.79,9,9,2,31.79
Mali,2005,2,9.79,9,10,2.5,33.29
Mali,2006,2,9.71,9,11,2,33.71
Mali,2007,2,9.92,9,10.5,2,33.42
Mali,2008,4,9.42,9,9.5,2,33.92
Mali,2009,7.92,8.67,9.17,7.25,2.08,35.09
Mali,2010,7.5,8.92,10,8.33,3.08,37.83
Mali,2011,7.5,9.79,10,10.13,3.38,40.8
Mali,2012,7.5,9.13,10,10.5,3,40.13
Mali,2013,7.5,10,10,10.5,2.08,40.08
Malta,1984,NA,NA,NA,NA,NA,0
